Guide	Gene	AP2_i10	BR1_i12	BR3_i25	BR4_i14	m1_aav_i15
Vdac2_+_21831569.23-P1P2	Vdac2	1599	1395	1443	1601	2583
Csf2rb2_+_78305556.23-P1P2	Csf2rb2	3125	2979	2867	2985	4973
Gla_+_134600933.23-P1P2	Gla	1300	1464	1233	1400	2426
Pfkfb2_+_130715756.23-P1P2	Pfkfb2	1612	1814	1411	1968	2839
Ppa1_-_61648669.23-P1P2	Ppa1	209	382	96	243	342
Uckl1_-_181581928.23-P1P2	Uckl1	2475	2783	2517	2946	4185
Atp6v1b2_+_69088834.23-P1P2	Atp6v1b2	436	492	653	619	986
Dapp1_+_137981504.23-P1P2	Dapp1	730	1217	685	1023	1347
Kcnq2_-_181135178.23-P1P2	Kcnq2	699	748	587	753	1097
Ppp2r5b_-_6235811.23-P1P2	Ppp2r5b	1314	880	1125	1155	2241
Mmp19_-_128790937.23-P1P2	Mmp19	737	1007	1157	1014	1568
Prpf4b_+_34875616.23-P1P2	Prpf4b	2616	2994	2608	2849	4375
Ifngr2_-_91561323.23-P2	Ifngr2_P2	562	682	690	643	958
Chrna4_-_181039244.23-P1P2	Chrna4	2002	2363	2052	2191	2952
Scarb1_+_125340968.23-P1P2	Scarb1	1827	2353	1437	1917	2895
Ppap2c_-_79533736.23-P1P2	Ppap2c	2665	2374	3026	3004	4908
Ppp2r4_-_30416114.23-P1P2	Ppp2r4	645	376	465	557	905
Adamts5_+_85901008.23-P1P2	Adamts5	1996	2310	2056	1879	2962
Brd2_-_34122588.23-P1	Brd2_P1	1720	2061	1752	1932	3468
Lmtk3_-_45783914.23-P2	Lmtk3_P2	645	536	868	648	1258
Il2rb_+_78495005.23-P1P2	Il2rb	2000	3022	2318	2188	3579
Ckb_-_111672251.23-P1P2	Ckb	2498	2268	1606	2259	3379
Dapk2_+_66158338.23-P1P2	Dapk2	1429	1696	1291	1437	2034
Gad1_+_70562182.23-P1P2	Gad1	886	1527	1114	1134	1805
Ptplb_-_35022442.23-P1P2	Ptplb	886	698	1052	1145	1863
Aldh1b1_+_45799160.23-P1P2	Aldh1b1	1415	1821	1431	1520	2456
Hsd17b11_+_104021739.23-P1P2	Hsd17b11	1540	1905	1635	1633	2507
Jakmip1_+_37028403.23-P1	Jakmip1_P1	2205	2687	1882	2641	4206
Gm5771_+_41392485.23-P1P2	Gm5771	1748	1717	1986	2052	3337
Chrng_+_87206056.23-P1P2	Chrng	2082	2246	2715	2053	3946
Lipf_-_33961249.23-P1P2	Lipf	928	1172	1203	1130	1977
Pde8a_-_81213621.23-P1P2	Pde8a	2153	2153	2119	2219	3449
non-targeting_00025	non-targeting	2854	2715	2500	2657	4920
Stk16_-_75210902.23-P1P2	Stk16	3350	4168	3891	3930	7026
Adra1a_+_66635311.23-P1P2	Adra1a	2175	2485	2563	2011	4094
Mlkl_+_111337925.23-P1P2	Mlkl	2813	2330	2498	2898	5242
Clps_-_28560482.23-P1P2	Clps	1961	2155	1667	1576	3072
Neu1_+_34931366.23-P1P2	Neu1	1799	1799	1868	1755	2925
Csnk1g2_+_80622718.23-P1	Csnk1g2_P1	2252	1800	1611	1788	2527
Mtnr1a_+_45069240.23-P1P2	Mtnr1a	2136	1913	1858	2162	3671
Acp5_-_22130541.23-P1	Acp5_P1	2371	2144	2419	2085	3787
Slc23a1_+_35627091.23-P1P2	Slc23a1	1765	1615	2003	2182	3432
Rpl3_-_80083304.23-P1P2	Rpl3	1786	1939	1387	1490	2835
Ndufs2_-_171237547.23-P2	Ndufs2_P2	1912	2213	1762	1875	2846
Mapkapk3_+_107289750.23-P1P2	Mapkapk3	361	416	244	254	452
Mmp7_-_7692128.23-P1P2	Mmp7	778	740	796	764	1167
Epm2a_+_11343478.23-P1P2	Epm2a	2249	2299	1631	2128	3479
Dgkk_-_6779084.23-P1P2	Dgkk	2666	2304	2738	2520	3957
Sphk1_+_116532492.23-P1P2	Sphk1	1258	1859	1209	1629	2266
Pvalb_+_78203807.23-P2	Pvalb_P2	836	629	565	767	1329
Btk_-_134583066.23-P1P2	Btk	3251	3445	2841	3292	5784
Odc1_-_17544966.23-P1P2	Odc1	2200	2434	2625	2199	3936
Pacsin2_+_83464537.23-P1P2	Pacsin2	16	1	52	54	48
Acy1_+_106438154.23-P1P2	Acy1	1057	1176	1268	1213	2134
H6pd_+_150003147.23-P2	H6pd_P2	2716	2455	2295	2338	4216
Dusp23_-_172632939.23-P1P2	Dusp23	1995	3075	1908	2132	3380
Uba1_+_20658469.23-P2	Uba1_P2	1371	1512	1692	1801	2740
Ppap2c_-_79533691.23-P1P2	Ppap2c	2612	2935	2626	2567	4412
Hint1_+_54866446.23-P1P2	Hint1	236	397	229	201	387
Sar1b_-_51763798.23-P1P2	Sar1b	162	119	255	169	424
Cda_+_138367939.23-P1P2	Cda	2043	1921	1426	1734	2845
Padi3_-_140810567.23-P1P2	Padi3	1228	1398	1474	1481	2423
Gch1_-_47189391.23-P1P2	Gch1	931	1745	1167	1001	1996
Dars_+_128417329.23-P1P2	Dars	2900	3052	2712	2934	4422
Csnk1a1_-_61555315.23-P1P2	Csnk1a1	828	1143	1058	968	1284
Txndc12_+_108834734.23-P1P2	Txndc12	3431	3662	3684	3706	6511
S100a4_-_90603839.23-P1P2	S100a4	1718	2046	1896	1974	3541
Pde7a_+_19311313.23-P1P2	Pde7a	2553	2437	2759	2839	3663
Btk_-_134582372.23-P1P2	Btk	307	127	604	330	620
Glyat_+_12633944.23-P1P2	Glyat	1851	1880	1559	2056	3360
Tnik_+_28263357.23-P1P2	Tnik	1372	1193	1552	1497	2384
Rora_-_69289964.23-P1P2	Rora	1034	833	1013	1147	1698
Drd2_+_49340450.23-P1P2	Drd2	453	314	572	591	918
Gak_-_108629663.23-P1P2	Gak	701	760	548	669	1062
Egfr_+_16752298.23-P1P2	Egfr	241	234	214	244	330
Pfkfb2_+_130715741.23-P1P2	Pfkfb2	2243	2295	1780	1820	2906
Kcnk1_+_125995571.23-P1P2	Kcnk1	2267	2044	2692	2558	5019
Phkg1_-_129878848.23-P1P2	Phkg1	564	645	862	840	1362
Twf2_-_106203234.23-P1P2	Twf2	2444	2550	2424	2679	4362
Glul_+_153899991.23-P1P2	Glul	2028	1874	1842	1899	3157
Map3k7_+_31964131.23-P1P2	Map3k7	797	670	925	806	1198
Scn11a_-_119825450.23-P1P2	Scn11a	840	954	802	966	1807
Myo3b_-_70039228.23-P1P2	Myo3b	1612	2097	2173	1986	3182
Nadk_-_155563878.23-P1P2	Nadk	2209	1831	1765	2111	2336
Rxrg_+_167598505.23-P2	Rxrg_P2	2663	2696	2831	3024	4942
Kcnh2_-_24329531.23-P2	Kcnh2_P2	415	315	291	480	1077
Sik1_+_31855695.23-P1P2	Sik1	1183	1493	1305	1340	1846
Wnk1_+_120038676.23-P1P2	Wnk1	2104	2443	1797	2182	3353
Ndufs3_+_90904672.23-P1P2	Ndufs3	2062	3210	2304	2885	4624
Trappc2_+_166441002.23-P1P2	Trappc2	642	530	626	688	1065
Pcyt1a_-_32431127.23-P1P2	Pcyt1a	1056	864	1025	1217	1847
Gpx8_-_113046368.23-P1P2	Gpx8	2061	2127	1750	2010	3109
Msra_+_64440788.23-P1P2	Msra	277	497	187	344	528
Nmnat1_-_149485155.23-P1P2	Nmnat1	1537	1496	1291	1422	2871
Adck3_+_180195899.23-P1	Adck3_P1	2695	2803	2003	2640	4213
Snrk_+_122117614.23-P1P2	Snrk	2004	2364	2393	2140	3607
Slc19a2_+_164249123.23-P1P2	Slc19a2	461	795	502	613	994
Gsto1_-_47855127.23-P1P2	Gsto1	1606	1378	1501	1256	2290
Clpx_+_65294439.23-P1P2	Clpx	517	542	598	567	919
Otc_+_10252356.23-P1P2	Otc	2621	3579	2344	2671	3465
Ndufa12_+_94199300.23-P1P2	Ndufa12	703	689	806	619	1042
Ptprm_-_67354549.23-P1P2	Ptprm	1038	958	936	1134	1769
Prep_-_45067586.23-P1P2	Prep	2257	1987	2500	2316	3135
Rps6ka6_-_111463077.23-P1P2	Rps6ka6	1268	1144	1113	1135	1880
Nt5c_+_115491588.23-P1P2	Nt5c	2412	2673	2243	2651	3938
Ppp3cb_+_20546524.23-P1P2	Ppp3cb	1572	1824	1692	1919	2721
Sbk2_+_4964287.23-P1P2	Sbk2	1824	1953	1803	1984	3560
Cyp2c50_+_40090200.23-P1P2	Cyp2c50	1864	2644	1847	2233	4132
Rlbp1_+_79386666.23-P1P2	Rlbp1	504	791	417	662	1016
Ptger3_-_157566902.23-P1P2	Ptger3	802	780	1004	904	1223
Slc22a6_-_8618075.23-P1P2	Slc22a6	1869	1300	1154	1525	2224
Cacnb1_+_98022646.23-P1	Cacnb1_P1	2140	2314	2013	2429	4082
Fgfr1_-_25518830.23-P1P2	Fgfr1	1903	2332	1864	2356	3561
Scnn1a_-_125321669.23-P1P2	Scnn1a	2466	1986	2098	2429	4494
Ppp1r13b_+_111908030.23-P1P2	Ppp1r13b	2183	1510	1961	1766	3120
Rxrg_+_167618282.23-P1	Rxrg_P1	276	142	186	319	406
Cd1d1_+_86999068.23-P1P2	Cd1d1	2123	2630	1945	2559	4292
Hcn2_+_79716643.23-P1P2	Hcn2	1809	2330	1783	2239	3070
Slc6a1_-_114282885.23-P1P2	Slc6a1	2997	3301	3202	2783	3959
Gmds_-_32338523.23-P1P2	Gmds	2477	1568	2203	2316	3424
Grin2d_+_45870842.23-P2	Grin2d_P2	860	997	969	875	1791
Dolpp1_+_30392637.23-P1P2	Dolpp1	742	611	463	699	1373
Ppic_-_53417988.23-P1P2	Ppic	2127	2134	1697	1973	3993
Cacna1b_+_24763120.23-P1P2	Cacna1b	2159	2300	1976	1984	3692
Pak6_+_118677289.23-P2	Pak6_P2	202	279	149	263	356
Fgb_-_83049762.23-P1P2	Fgb	2229	2120	2109	2406	4077
Kars_+_112011078.23-P1P2	Kars	1775	1611	1561	1839	2729
Rdx_-_52048315.23-P1P2	Rdx	354	405	224	243	700
Grin2d_+_45866952.23-P1	Grin2d_P1	1101	1275	883	1203	2030
Pde3a_+_141250357.23-P1P2	Pde3a	1504	1882	1645	1650	2727
Tnfsf11_+_78307833.23-P1P2	Tnfsf11	1483	1382	1023	1262	2904
Jak1_-_101265161.23-P1P2	Jak1	1931	1680	1905	1752	3179
Slc25a15_+_22398438.23-P1P2	Slc25a15	531	374	337	540	810
Hgs_-_120467742.23-P1P2	Hgs	1812	2341	1480	2394	3847
Nme5_-_34579039.23-P1P2	Nme5	553	519	609	771	1200
Pgd_-_149166601.23-P1P2	Pgd	1246	1463	1428	1240	2004
Ndufs2_-_171247061.23-P1	Ndufs2_P1	1442	1218	1657	1448	2289
Ppp1r11_+_36951671.23-P1P2	Ppp1r11	2118	2815	2235	2228	3585
Vtn_-_78499474.23-P1P2	Vtn	1293	1671	1420	1530	2349
Clpb_-_101664011.23-P1P2	Clpb	690	424	971	687	1364
Slc16a1_-_104638729.23-P1P2	Slc16a1	1344	1321	1006	1231	1984
Tgm2_-_158146333.23-P1P2	Tgm2	2387	2977	2458	2287	3898
Met_-_17464038.23-P1P2	Met	2574	3642	2398	2804	4233
Prkcd_-_30626147.23-P1	Prkcd_P1	445	442	597	569	976
Prkg1_+_31765121.23-ENSMUST00000065067.6	Prkg1	1964	3103	2486	2432	3662
Prkar1a_+_109651001.23-P1P2	Prkar1a	1433	1849	1365	1723	2116
Enpp2_+_54920005.23-P1P2	Enpp2	1413	2181	1519	1741	2603
Mgst3_+_167393739.23-P1P2	Mgst3	1692	1543	1885	1887	3585
Htr4_+_62324118.23-P1P2	Htr4	1483	1390	1277	1457	2222
Cnksr3_+_7212133.23-P1P2	Cnksr3	2769	3062	2774	3106	4817
Map2k2_-_81106002.23-P1P2	Map2k2	1599	1557	1490	1595	2585
Sytl4_+_133981754.23-P1P2	Sytl4	805	1043	1061	1046	1880
non-targeting_00231	non-targeting	3618	4220	3922	3816	6667
Sacm1l_-_123529865.23-P1P2	Sacm1l	2675	2716	2130	2551	3908
Trdmt1_+_13544671.23-P1P2	Trdmt1	2816	2665	2969	3372	5971
Oxt_+_130576349.23-P1P2	Oxt	502	1470	858	1058	1629
Map1a_+_121289620.23-ENSMUST00000094639.3	Map1a	1861	1397	1802	1951	3111
Il5_+_53721021.23-P1P2	Il5	2243	2479	2217	2141	4112
Magi3_+_104220343.23-P1P2	Magi3	1587	1632	1469	1854	2816
non-targeting_00063	non-targeting	535	631	511	568	795
Chrm1_+_8664151.23-P1P2	Chrm1	1199	1880	1576	1281	2371
Ngf_-_102469995.23-P1P2	Ngf	1509	1480	1426	1345	2371
Gabbr1_+_37046077.23-P1	Gabbr1_P1	790	592	1109	1106	1293
Fpr1_+_17883891.23-P1P2	Fpr1	3056	3393	2936	3232	5905
Dusp22_-_30660130.23-P1P2	Dusp22	1806	1760	1965	1972	3041
Sars_+_108445122.23-P1P2	Sars	1285	2004	1273	2003	5150
Erbb4_+_69108324.23-P1P2	Erbb4	1663	2054	1762	1942	3567
Inpp5b_+_124741869.23-P2	Inpp5b_P2	2287	2368	2134	2684	4576
Akt2_-_27605881.23-P2	Akt2_P2	1077	1649	1313	1450	2715
Nqo1_-_107402825.23-P1P2	Nqo1	2521	3261	2517	2787	4562
Chit1_+_134111298.23-P1P2	Chit1	2865	3239	3206	3123	5048
Hk3_-_55021180.23-P1P2	Hk3	1300	1969	1680	1469	3016
Sirt3_+_140881745.23-P1P2	Sirt3	2544	2312	2848	2563	4078
Trp53rk_-_166793830.23-P1	Trp53rk_P1	3585	4341	3732	3471	5834
Sult1b1_+_87535034.23-P1P2	Sult1b1	937	1212	937	1195	1955
Crot_-_8996937.23-P1P2	Crot	861	1170	1369	1332	2226
Src_-_157424318.23-P1P2	Src	1474	1817	1133	1358	2320
Nme1_+_93968210.23-P1	Nme1_P1	2748	2728	2469	2568	4955
Lmtk2_+_144100700.23-P1P2	Lmtk2	3079	4189	2893	3883	4961
Cdk4_-_127063645.23-P1P2	Cdk4	457	462	220	391	646
Oat_-_132576279.23-P1P2	Oat	93	75	198	185	317
Sec14l3_-_4064897.23-P1P2	Sec14l3	1988	2175	1749	2010	2991
Stk3_+_35155695.23-P1P2	Stk3	1731	2441	1772	1787	2735
Chrm2_-_36388042.23-P1P2	Chrm2	1398	2041	1671	1364	2853
H2-K1_-_34000165.23-P1P2	H2-K1	1893	2315	1670	1819	2894
Lgals2_-_78855519.23-P1P2	Lgals2	0	0	0	0	7
Adra2c_+_35279034.23-P1P2	Adra2c	1574	2227	1543	1771	2304
Fpgs_-_32694088.23-P1	Fpgs_P1	1550	1515	1940	1942	2976
Slc22a4_-_54028054.23-P1P2	Slc22a4	2836	2115	2752	2378	3952
Adam33_-_131054299.23-P2	Adam33_P2	224	196	174	163	441
Caml_+_55623053.23-P1P2	Caml	2265	2784	2486	2648	7456
Acan_-_79053275.23-P1P2	Acan	2473	2947	2441	2289	4543
Flt3l_+_45136071.23-P1P2	Flt3l	1621	2071	2029	1831	3618
Apoh_-_108381322.23-P2	Apoh_P2	1248	1349	1442	1744	2815
Gnat1_+_107679595.23-P1P2	Gnat1	2222	2542	2397	2483	3445
Traf3ip3_+_193197770.23-P2	Traf3ip3_P2	783	826	689	818	1430
Plcl1_+_55405938.23-P1P2	Plcl1	711	779	569	722	1276
non-targeting_00104	non-targeting	1874	2710	2235	2299	3643
Hsd17b11_-_104021790.23-P1P2	Hsd17b11	356	673	425	397	760
Taok1_-_77607774.23-P1P2	Taok1	117	201	234	123	143
Dars_+_128417294.23-P1P2	Dars	840	1302	864	980	1566
Ppia_+_6416289.23-P1P2	Ppia	1635	1541	1485	1511	1897
Chuk_+_44107423.23-P1P2	Chuk	1895	2063	1581	1979	3096
Gne_-_44072647.23-P1	Gne_P1	634	748	487	539	830
Alpk2_-_65393471.23-P1P2	Alpk2	2628	2575	2863	3369	5124
Igfbp7_-_77408020.23-P1P2	Igfbp7	1504	1636	1374	1492	2423
Ttn_-_76982522.23-P1P2	Ttn	2065	2598	2160	2624	3834
Prkag1_+_98831434.23-P1P2	Prkag1	1304	1292	1281	1601	2758
Prkdc_+_15637880.23-P1P2	Prkdc	241	222	311	350	525
Dgkg_-_22657184.23-P1P2	Dgkg	1186	844	1035	767	1711
2810408M09Rik_+_165493277.23-P1P2	2810408M09Rik	2450	3014	2503	2654	4488
Nme4_-_26095366.23-P1P2	Nme4	1125	1393	1049	1572	2405
Yes1_-_32611297.23-P1P2	Yes1	1542	1872	1718	1744	2807
Trappc6a_+_19508782.23-P1P2	Trappc6a	425	333	401	377	805
Eef2k_-_120843100.23-P1P2	Eef2k	1466	1849	1698	1613	2529
Agxt_-_93135341.23-P1P2	Agxt	2369	2431	2318	2543	4546
Fdx1_-_51963477.23-P1P2	Fdx1	3410	2718	2818	3241	5327
Npy2r_+_82548016.23-P1P2	Npy2r	890	620	940	995	1606
Dpp6_-_27049440.23-P2	Dpp6_P2	2932	3213	2575	2440	4362
Fads1_+_10182967.23-P1P2	Fads1	299	152	187	327	421
Ddah1_-_145758805.23-P1P2	Ddah1	127	38	76	209	231
Lars2_-_123366976.23-P1P2	Lars2	1526	1736	1362	1523	2554
Fastk_+_24445138.23-P1P2	Fastk	1037	1604	1147	1252	1593
Saa1_-_46743049.23-P1P2	Saa1	2809	2508	2352	2731	3939
Slc7a4_-_17576119.23-P1P2	Slc7a4	3220	3587	3161	3373	5732
Kcnmb3_+_32491837.23-ENSMUST00000164954.1	Kcnmb3	1651	2289	2081	1910	3433
Gm10639_+_78290282.23-P1P2	Gm10639	1788	1978	1841	2089	2513
Camp_+_109849418.23-P1P2	Camp	2778	2722	2480	2877	4855
Inpp5a_-_139400611.23-P2	Inpp5a_P2	1720	2169	1659	1879	3223
Pycrl_+_75921439.23-P1P2	Pycrl	3142	2945	2564	3079	4859
Lta_-_35205124.23-P1P2	Lta	1702	2289	2021	2079	3868
Ak8_-_28700193.23-P1P2	Ak8	911	947	975	1141	2160
non-targeting_00067	non-targeting	833	868	665	921	1455
Nme6_-_109833047.23-P1P2	Nme6	2237	1982	2059	1758	3727
Rpl8_-_76904332.23-P1P2	Rpl8	1932	2131	1561	1990	3694
Adra2a_+_54045310.23-P1P2	Adra2a	583	682	762	659	1084
Pycrl_+_75921481.23-P1P2	Pycrl	3006	3742	2916	3651	5583
Snap23_-_120567730.23-P1P2	Snap23	3049	2628	2457	2476	4667
Ldhc_-_46861301.23-P1P2	Ldhc	3800	2973	2991	3614	5156
Hal_-_93489069.23-P1P2	Hal	0	0	14	17	21
Serpina1c_+_103904938.23-P1P2	Serpina1c	602	1076	719	708	1228
Adrb1_+_56722257.23-P1P2	Adrb1	1935	2359	1872	2138	3606
Tbk1_+_121586727.23-P1P2	Tbk1	477	351	550	457	733
Slc18a1_+_69089128.23-P1	Slc18a1_P1	1057	1112	1132	1550	4532
Ptpn21_+_98737576.23-P1	Ptpn21_P1	1772	1287	1380	1717	2320
L3mbtl1_+_162943482.23-P1P2	L3mbtl1	808	1153	890	895	1830
D8Ertd82e_-_36094878.23-P1P2	D8Ertd82e	1904	2531	2489	2523	3705
Rdh12_+_79208915.23-P1P2	Rdh12	342	327	468	509	789
Adck2_+_39573939.23-P1P2	Adck2	441	275	260	323	539
Mgam_+_40628888.23-P1P2	Mgam	1947	2800	1935	2099	3574
Wnk2_+_49147912.23-P1P2	Wnk2	1862	2089	2202	2123	3349
Neu2_-_87574065.23-P1	Neu2_P1	1751	1784	2070	2208	3432
Mgst2_-_51661251.23-P1P2	Mgst2	2351	2367	2558	2362	4982
Acat1_+_53610317.23-P1P2	Acat1	862	892	881	710	1276
Shmt1_+_60810937.23-P1P2	Shmt1	1575	1225	1647	1801	3174
Stk19_-_34836598.23-P1P2	Stk19	1482	1205	1201	1181	2047
Phka1_+_102644235.23-P1P2	Phka1	1908	1393	1443	1799	2515
Bhmt_-_93637236.23-P1P2	Bhmt	1337	1483	1664	1463	2675
Erbb3_+_128589643.23-P1P2	Erbb3	1253	1458	1190	1314	1999
Ppp2cb_-_33599667.23-P1P2	Ppp2cb	1485	1476	1298	1477	2002
Prodh_+_18089120.23-P1P2	Prodh	2465	2706	2879	2756	4622
Ip6k2_+_108783897.23-P1	Ip6k2_P1	2106	1880	1935	1763	2923
Dhrs4_-_55478927.23-P1P2	Dhrs4	2218	2059	1819	2022	3667
Lcn2_-_32387685.23-P1P2	Lcn2	240	423	363	424	692
Plekha4_+_45526413.23-P2	Plekha4_P2	3129	3064	3269	3528	5798
Pnmt_+_98386702.23-P1P2	Pnmt	974	824	909	802	1672
Npr3_-_11906069.23-P1P2	Npr3	1526	1670	1182	1310	2868
Vrk1_+_106010366.23-P1P2	Vrk1	1927	1867	1580	2220	3162
Oas1g_-_120887169.23-P1P2	Oas1g	892	738	632	842	1527
Man1b1_+_25332820.23-P1P2	Man1b1	1553	1007	1157	1376	2319
Lhpp_-_132610687.23-P1P2	Lhpp	2092	1430	2423	2265	4229
Panx1_-_15045497.23-P1P2	Panx1	1050	937	772	1127	1646
Sod1_-_90221126.23-P1P2	Sod1	2733	2676	2809	2727	3723
Chrna3_-_55026543.23-P1P2	Chrna3	3098	3050	3059	3276	5327
Acp1_+_30911403.23-P1P2	Acp1	922	854	773	699	1147
Pnck_+_73660042.23-P1P2	Pnck	1646	1841	1605	1537	2426
Ddc_-_11898084.23-P1	Ddc_P1	167	266	103	242	231
Dok1_+_83033426.23-P1P2	Dok1	1327	2052	1569	2048	3216
Mtmr14_-_113237927.23-P1P2	Mtmr14	4159	4754	3591	4295	6931
Ppp1r16b_-_158667214.23-P1P2	Ppp1r16b	2462	2773	1934	2399	4120
Ppp1r1b_+_98348709.23-P1P2	Ppp1r1b	2807	2873	2820	3261	5130
Tpk1_-_43666187.23-P1P2	Tpk1	2109	2150	1932	2573	3701
Pstpip1_+_56090139.23-P1P2	Pstpip1	2800	2559	2289	2595	4355
Fpgs_-_32703834.23-P2	Fpgs_P2	436	275	331	611	934
Chrna2_-_66140967.23-P1P2	Chrna2	220	556	426	391	583
Pank3_+_35769895.23-P1P2	Pank3	1588	2353	1824	1865	3029
Ppp2r2a_-_67072372.23-P1P2	Ppp2r2a	2135	2611	2851	2519	4186
Slc13a2_+_78422139.23-P1P2	Slc13a2	2359	3250	2357	2801	4441
Prkrir_+_98703338.23-P1P2	Prkrir	1086	424	603	838	1224
non-targeting_00017	non-targeting	1673	2048	2029	1617	2364
Pla2g2d_-_138775859.23-P1P2	Pla2g2d	1759	1602	1318	1692	2576
Slc6a1_-_114282839.23-P1P2	Slc6a1	692	404	415	580	963
Htr2c_+_146962499.23-P1P2	Htr2c	2550	2148	2274	2328	3994
Pbk_-_65805904.23-P1P2	Pbk	2953	2955	3163	3507	5807
Pik3cg_-_32208604.23-P1P2	Pik3cg	1089	1332	1160	1241	2275
Cdkl2_-_92042660.23-P1P2	Cdkl2	797	680	610	867	1226
Ppm1d_-_85311462.23-P1P2	Ppm1d	1788	1696	1969	1860	2362
Ptpn4_-_119837338.23-P1P2	Ptpn4	1287	1077	1407	1499	2514
Extl2_-_116008402.23-P1P2	Extl2	2434	3223	2163	2696	5148
Zap70_-_36761874.23-P1P2	Zap70	622	819	488	515	1182
Bcr_-_75060660.23-P1P2	Bcr	1426	1765	1527	1505	2752
Cyp2d10_+_82406781.23-P1P2	Cyp2d10	1748	1880	1759	2376	4085
Ip6k3_-_27167521.23-P1P2	Ip6k3	554	751	450	669	1030
Camkk1_+_73019100.23-P1P2	Camkk1	618	935	732	953	1636
Hsd17b10_-_152001891.23-P1P2	Hsd17b10	1016	1475	871	1222	1989
Hbb-bs_+_103827736.23-P1P2	Hbb-bs	339	136	174	313	420
Slco2b1_+_99695542.23-P2	Slco2b1_P2	468	610	313	351	706
Slc6a7_+_61014185.23-P1P2	Slc6a7	1573	2065	1802	1588	3049
Pkn1_+_83693991.23-P2	Pkn1_P2	3195	3370	3669	3578	6786
C4b_-_34743846.23-P1P2	C4b	1622	1653	1530	1342	2682
Tuba1b_-_98934442.23-P1P2	Tuba1b	3114	2987	2396	3015	4798
Ppp1r15b_+_133131354.23-P1P2	Ppp1r15b	1023	1199	1116	1033	1343
Begain_-_109068168.23-P1P2	Begain	2095	1366	2634	2401	3990
Cyp2c29_-_39287110.23-P1P2	Cyp2c29	1054	1422	917	1045	1809
Ptgir_-_16906493.23-P1P2	Ptgir	1612	1619	1393	1533	1132
Car12_+_66713783.23-P1P2	Car12	1218	1492	1457	1552	2210
Cdk12_-_98202839.23-P1P2	Cdk12	3399	2824	3263	2856	5798
Erbb2_-_98412508.23-P1P2	Erbb2	2963	3440	2359	3135	5179
Mylk2_+_152911331.23-P1P2	Mylk2	1701	1688	1238	1353	2654
Nek1_-_60993260.23-P1P2	Nek1	87	164	54	77	113
Reg1_+_78425965.23-P1P2	Reg1	2071	3052	2119	2279	3983
Ndufv3_+_31520211.23-P1P2	Ndufv3	1643	1452	1543	1514	2919
Acvrl1_+_101128644.23-P1P2	Acvrl1	1422	1351	1569	1540	2415
Grm2_-_106656014.23-P1P2	Grm2	2150	1844	2441	2415	4184
Ddah2_+_35059155.23-P1P2	Ddah2	181	95	124	218	263
Inpp5b_-_124751649.23-P1	Inpp5b_P1	2635	2369	2723	2829	4273
Pdha1_-_160138333.23-P1P2	Pdha1	2310	1936	1877	2269	3994
Wars_+_108894114.23-P1P2	Wars	806	637	847	1395	3868
Ppp1r15a_-_45526152.23-P1P2	Ppp1r15a	1773	2025	2247	1828	3570
C4b_-_34743622.23-P1P2	C4b	709	822	655	868	1377
Cacna1a_+_84415373.23-ENSMUST00000121390.1	Cacna1a	874	749	494	875	1390
Nhp2l1_+_82047301.23-P1P2	Nhp2l1	1282	1193	1431	1339	2424
non-targeting_00210	non-targeting	1275	1662	1240	1284	2160
Ins2_+_142679617.23-P1	Ins2_P1	180	195	223	182	238
Mast1_-_84937286.23-P1P2	Mast1	2779	3185	2918	3040	5214
Pank1_+_34877668.23-P1P2	Pank1	1929	2929	2486	2176	3957
Aldh1b1_-_45799088.23-P1P2	Aldh1b1	1693	1619	1619	1728	2910
Ero1lb_-_12565927.23-P1P2	Ero1lb	460	230	394	519	793
Chrnb4_-_55048529.23-P1P2	Chrnb4	1636	1877	1529	1921	2976
Bag1_-_40948226.23-P1P2	Bag1	2977	2208	3228	3507	5400
Gsk3a_+_25237759.23-P1P2	Gsk3a	2256	2119	2414	2180	3406
Vkorc1_+_127895545.23-P1P2	Vkorc1	2073	2178	2454	2356	3748
Slc7a9_-_35449150.23-P1P2	Slc7a9	1831	2080	1505	2033	3495
Fdxr_-_115276888.23-P1P2	Fdxr	2573	2901	2617	2296	4055
Eef2_+_81178041.23-P2	Eef2_P2	1938	1832	1438	1533	2885
Ptprf_-_118291160.23-P1P2	Ptprf	1789	1780	1548	1716	2852
Drd2_-_49340387.23-P1P2	Drd2	787	1191	751	694	1476
Cyp2c38_+_39463059.23-P1P2	Cyp2c38	1367	1899	1262	1109	2274
Ephb1_-_102354610.23-P1P2	Ephb1	2466	2839	2431	2211	4263
Clpb_+_101663961.23-P1P2	Clpb	835	1197	984	1020	1677
Clcn2_+_20716073.23-P1	Clcn2_P1	811	1413	616	1000	1612
Pick1_+_79229401.23-P1P2	Pick1	2265	3114	2166	2415	4110
Sbk2_+_4964346.23-P1P2	Sbk2	3390	3795	2760	3320	5414
Padi1_+_140845738.23-P1P2	Padi1	1956	1933	1600	2440	3323
Trdmt1_+_13544628.23-P1P2	Trdmt1	3248	2831	2846	3230	5413
Mmaa_+_79294912.23-P1P2	Mmaa	506	489	564	600	969
non-targeting_00223	non-targeting	1454	1792	1388	1949	2942
Hipk1_+_103791271.23-P1P2	Hipk1	835	929	1100	1249	1938
Bub1b_-_118598305.23-P1P2	Bub1b	1629	1798	1258	1896	3492
